CustomerID,FirstName,LastName,AddressLine1,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,AveMonthSpend,BikeBuyer,Age,AgeGroup
19415,Devin,Collins,Rotthäuser Weg 15,Frankfurt,Hessen,Germany,60323,1 (11) 500 555-0138,1960-06-13,Bachelors ,Clerical,M,M,1,0,0,3,53493,74,0,37,Between 25 and 45 years
19416,Caitlin,Morris,4544 Bohon Circle,Watford,England,United Kingdom,WA3,1 (11) 500 555-0155,1960-01-21,Bachelors ,Clerical,F,M,1,0,0,3,65677,55,0,37,Between 25 and 45 years
19417,Alexis,Foster,Brunnenstr 4422,Frankfurt,Hessen,Germany,60323,1 (11) 500 555-0110,1959-10-08,Bachelors ,Clerical,F,M,1,0,0,0,41250,50,0,38,Between 25 and 45 years
19418,Nathan,Miller,1312 Creekside Dr.,Esher-Molesey,England,United Kingdom,EM15,1 (11) 500 555-0180,1959-06-11,Graduate Degree,Clerical,M,S,1,0,0,3,73103,77,1,38,Between 25 and 45 years
19419,Allison,Adams,"112, rue Faubourg St Antoine",Roubaix,Nord,France,59100,1 (11) 500 555-0153,1959-08-26,Graduate Degree,Clerical,F,S,1,0,0,3,57112,44,0,38,Between 25 and 45 years
19420,Stanley,Raman,Alte Landstr 991,Berlin,Hessen,Germany,14129,1 (11) 500 555-0129,1959-06-19,Graduate Degree,Clerical,M,S,1,0,0,3,60242,68,0,38,Between 25 and 45 years
19421,Jay,Rana,"2, rue Pierre-Demoulin",Lille,Nord,France,59000,1 (11) 500 555-0186,1970-09-09,High School,Manual,M,S,0,1,1,1,20779,66,0,27,Between 25 and 45 years
19422,Paula,Gutierrez,Reiherweg 5944,Ingolstadt,Bayern,Germany,85049,1 (11) 500 555-0185,1970-11-19,Partial College,Manual,F,S,0,1,0,0,17489,41,0,27,Between 25 and 45 years
19423,Maria,Price,"951, rue Villedo",Metz,Moselle,France,57000,1 (11) 500 555-0164,1970-08-07,Partial College,Manual,F,S,0,1,0,0,17454,43,0,27,Between 25 and 45 years
19424,Terrance,Smith,8715 Birchwood,Stoke-on-Trent,England,United Kingdom,AS23,1 (11) 500 555-0182,1969-07-15,High School,Manual,M,S,1,0,2,2,14794,76,0,28,Between 25 and 45 years
19425,Arturo,Zhao,3033 Lord Court,Billericay,England,United Kingdom,CM11,1 (11) 500 555-0111,1969-08-28,High School,Manual,M,M,0,0,2,2,10768,83,0,28,Between 25 and 45 years
19426,Brian,Stewart,"10, rue Lauriston",Bobigny,Seine Saint Denis,France,93000,1 (11) 500 555-0178,1970-06-14,Bachelors ,Clerical,M,S,1,0,0,0,59611,72,0,27,Between 25 and 45 years
19428,Eric,Turner,Waldstr 191,Darmstadt,Hessen,Germany,64283,1 (11) 500 555-0115,1970-04-27,Bachelors ,Clerical,M,M,1,0,0,0,72300,76,0,27,Between 25 and 45 years
19429,Jared,Kelly,Königstr 284,Kassel,Hessen,Germany,34117,1 (11) 500 555-0170,1970-09-05,Bachelors ,Clerical,M,S,1,0,0,0,61655,71,0,27,Between 25 and 45 years
19430,Sharon,Goel,7538 Sherry Circle,Liverpool,England,United Kingdom,L4 4HB,1 (11) 500 555-0111,1920-07-13,Bachelors ,Clerical,F,M,1,1,0,2,36211,29,0,77,Over 55 years
19431,Bonnie,She,"78, rue de l´Esplanade",Bobigny,Seine Saint Denis,France,93000,1 (11) 500 555-0162,1969-08-19,Partial College,Manual,F,S,0,1,0,0,12189,37,1,28,Between 25 and 45 years
19432,Armando,Dominguez,Rehstr 6446,Solingen,Nordrhein-Westfalen,Germany,42651,1 (11) 500 555-0192,1969-09-13,Partial College,Manual,M,S,0,1,0,0,23881,59,0,28,Between 25 and 45 years
19433,Bridget,Raje,9549 Sandra Circle,Peterborough,England,United Kingdom,PB12,1 (11) 500 555-0115,1969-12-02,Bachelors ,Clerical,F,M,1,0,0,0,47838,48,0,28,Between 25 and 45 years
19434,Geoffrey,Ashe,"6, rue Léo Delibes",Orleans,Loiret,France,45000,1 (11) 500 555-0124,1969-07-22,Bachelors ,Clerical,M,S,1,0,0,0,54293,67,0,28,Between 25 and 45 years
19435,Benjamin,Thompson,3074 Columbia River Ct.,Billericay,England,United Kingdom,CM11,1 (11) 500 555-0191,1969-07-20,Bachelors ,Clerical,M,M,0,0,0,0,63434,76,0,28,Between 25 and 45 years
19436,Gregory,Pal,4024 Calhoun Court,Paris,Seine (Paris),France,75016,1 (11) 500 555-0166,1969-10-01,Bachelors ,Clerical,M,M,1,0,0,1,64461,77,1,28,Between 25 and 45 years
19437,Kelsey,Rai,6265 Greendell Rd.,Milton Keynes,England,United Kingdom,MK8 8ZD,1 (11) 500 555-0130,1969-05-25,Graduate Degree,Clerical,F,S,1,0,0,0,56035,46,0,28,Between 25 and 45 years
19438,Shannon,Hu,Hauptstr 6039,Berlin,Hessen,Germany,14111,1 (11) 500 555-0170,1969-09-20,Graduate Degree,Clerical,F,M,1,0,0,0,61302,51,0,28,Between 25 and 45 years
19439,Franklin,Xu,Potsdamer Straße 939,Eilenburg,Brandenburg,Germany,4838,1 (11) 500 555-0191,1969-03-14,Graduate Degree,Clerical,M,S,1,0,0,0,84399,70,0,28,Between 25 and 45 years
19440,Alicia,Sharma,5086 Fitzuren,Milton Keynes,England,United Kingdom,MK8 8ZD,1 (11) 500 555-0116,1969-06-25,Graduate Degree,Clerical,F,M,1,0,0,0,50284,54,0,28,Between 25 and 45 years
19441,Dale,She,"242, avenue Reille",Saint Ouen,Loir et Cher,France,41100,1 (11) 500 555-0119,1969-01-17,Graduate Degree,Clerical,M,S,1,0,0,0,77415,71,0,28,Between 25 and 45 years
19442,Connor,Hill,"640bis, boulevard Saint Germain",Villeneuve-d'Ascq,Nord,France,59491,1 (11) 500 555-0133,1969-04-27,Graduate Degree,Skilled Manual,M,S,1,0,0,0,69630,68,0,28,Between 25 and 45 years
19443,Dominic,Raman,Parise Straße 6441,Stuttgart,Saarland,Germany,70511,1 (11) 500 555-0176,1951-10-04,Partial College,Manual,M,M,1,1,0,2,26501,69,0,46,Between 45 and 55 years
19444,Kayla,Thomas,"22, avenue du Québec",Bobigny,Seine Saint Denis,France,93000,1 (11) 500 555-0187,1968-03-03,High School,Manual,F,M,0,1,2,2,11522,59,0,29,Between 25 and 45 years
19445,Emma,Thompson,7473 Condor Dr.,Leeds,England,United Kingdom,LE18,1 (11) 500 555-0135,1968-02-08,High School,Manual,F,M,0,1,2,2,19547,60,0,29,Between 25 and 45 years
19447,Yolanda,Simpson,"188, avenue de la Gare",Dunkerque,Nord,France,59140,1 (11) 500 555-0188,1968-06-22,Graduate Degree,Clerical,F,M,1,0,0,0,60547,44,0,29,Between 25 and 45 years
19448,Meagan,Fernandez,3879 Longview Rd.,London,England,United Kingdom,W1X3SE,1 (11) 500 555-0127,1967-03-07,Partial College,Manual,F,S,0,1,1,1,21102,47,0,30,Between 25 and 45 years
19449,Nuan,Yuan,Höhenstr 9415,Braunschweig,Nordrhein-Westfalen,Germany,38001,1 (11) 500 555-0148,1926-08-13,High School,Manual,M,M,0,2,0,4,16453,46,0,71,Over 55 years
19450,Keith,Lal,Herzogstr 4228,Werne,Nordrhein-Westfalen,Germany,59368,1 (11) 500 555-0146,1967-02-18,Bachelors ,Clerical,M,M,1,0,1,1,54953,86,0,30,Between 25 and 45 years
16927,Rebekah,Gonzalez,8290 Margaret Ct.,St. Leonards,New South Wales,Australia,2065,1 (11) 500 555-0156,1945-04-21,High School,Skilled Manual,F,M,1,2,0,4,14181,43,0,52,Between 45 and 55 years
19452,Jacob,Anderson,"801, rue de la Cavalerie",Villeneuve-d'Ascq,Nord,France,59491,1 (11) 500 555-0168,1967-06-20,Bachelors ,Clerical,M,M,1,0,0,0,73766,75,0,30,Between 25 and 45 years
19453,Veronica,Rana,Hellweg 4493,Berlin,Saarland,Germany,12171,1 (11) 500 555-0133,1967-05-11,Bachelors ,Clerical,F,M,1,0,0,0,50996,50,0,30,Between 25 and 45 years
19454,Roger,Sharma,Pflugstr 65,Neunkirchen,Saarland,Germany,66578,1 (11) 500 555-0174,1967-08-17,Bachelors ,Clerical,M,M,1,0,0,0,64669,76,1,30,Between 25 and 45 years
19455,Jack,Perez,7717 Amador Valley Blvd.,Kirkby,England,United Kingdom,KB9,1 (11) 500 555-0177,1967-06-02,Bachelors ,Clerical,M,S,1,0,0,0,65476,66,0,30,Between 25 and 45 years
19456,Jesse,Perez,Zollhof 1866,Bottrop,Nordrhein-Westfalen,Germany,46236,1 (11) 500 555-0165,1927-07-27,High School,Manual,M,M,1,1,0,2,26777,50,0,70,Over 55 years
19457,Jennifer,Williams,2629 West Road,Newcastle upon Tyne,England,United Kingdom,NT20,1 (11) 500 555-0110,1927-07-20,Partial College,Manual,F,S,1,1,0,1,25379,35,0,70,Over 55 years
19458,Tyrone,Blanco,"57, place de la Concorde",Roncq,Nord,France,59223,1 (11) 500 555-0157,1966-10-23,Bachelors ,Skilled Manual,M,M,1,1,1,1,59814,87,1,31,Between 25 and 45 years
19459,Katie,Yuan,7706 California St.,Warrington,England,United Kingdom,WA1,1 (11) 500 555-0168,1966-09-25,Bachelors ,Skilled Manual,F,M,1,1,1,1,60354,58,0,31,Between 25 and 45 years
19460,Arthur,Diaz,"811bis, rue des Peupliers",Morangis,Essonne,France,91420,1 (11) 500 555-0157,1966-06-13,Bachelors ,Skilled Manual,M,M,1,2,1,1,70972,94,0,31,Between 25 and 45 years
19461,Nichole,Shan,6441 Roberta Avenue,Cambridge,England,United Kingdom,CB4 4BZ,1 (11) 500 555-0117,1965-10-20,Partial High School,Manual,F,S,1,2,3,4,28878,56,1,32,Between 25 and 45 years
19462,Paige,Travers,"987, boulevard d´Albi",Villeneuve-d'Ascq,Nord,France,59491,1 (11) 500 555-0116,1965-10-17,High School,Manual,F,S,1,2,2,2,19510,57,0,32,Between 25 and 45 years
19463,Cassandra,Chandra,"2, rue de Courtaboeuf",Sèvres,Hauts de Seine,France,92310,1 (11) 500 555-0191,1965-11-20,Bachelors ,Skilled Manual,F,M,1,2,1,1,60259,59,1,32,Between 25 and 45 years
19464,Tyrone,Alonso,"12, rue Philibert-Delorme",Paris,Seine (Paris),France,75017,1 (11) 500 555-0117,1929-11-08,High School,Manual,M,M,0,2,0,4,30406,55,0,68,Over 55 years
19465,Sierra,Baker,"88, avenue de l´ Union Centrale",Roubaix,Nord,France,59100,1 (11) 500 555-0151,1929-03-05,High School,Manual,F,S,1,2,0,4,14973,29,0,68,Over 55 years
19466,Morgan,Lopez,1219 Hilltop Road,Kirkby,England,United Kingdom,KB9,1 (11) 500 555-0117,1964-01-21,Partial High School,Manual,F,M,0,2,2,3,14619,57,0,33,Between 25 and 45 years
19468,Ramon,Lin,"66, allée des Princes",Courbevoie,Hauts de Seine,France,92400,1 (11) 500 555-0194,1963-08-08,Partial High School,Manual,M,S,1,2,2,3,22763,86,1,34,Between 25 and 45 years
19469,Valerie,Cai,"20, boulevard d´Albi",Paris,Seine (Paris),France,75007,1 (11) 500 555-0167,1963-02-14,Partial High School,Manual,F,S,1,2,2,3,22415,51,1,34,Between 25 and 45 years
19470,Kelli,Ye,7813 Worth Ct.,West Sussex,England,United Kingdom,RH15 9UD,1 (11) 500 555-0191,1963-09-13,High School,Manual,F,S,1,1,3,3,24126,61,0,34,Between 25 and 45 years
19471,Bryant,Martinez,3429 Fourth Street,Oxon,England,United Kingdom,OX16 8RS,1 (11) 500 555-0181,1963-05-03,High School,Manual,M,S,1,1,3,3,31110,93,1,34,Between 25 and 45 years
19472,Heidi,Sara,Heidestieg Straße 2664,Paderborn,Hamburg,Germany,33041,1 (11) 500 555-0114,1963-02-12,High School,Manual,F,S,1,3,3,3,23610,64,1,34,Between 25 and 45 years
19473,Roger,Chande,"20, boulevard d´Albi",Paris,Seine (Paris),France,75016,1 (11) 500 555-0162,1963-08-26,High School,Manual,M,S,1,4,3,3,28349,91,1,34,Between 25 and 45 years
19474,Jenny,Luo,"12, place de la Concorde",Colomiers,Garonne (Haute),France,31770,1 (11) 500 555-0196,1966-10-05,Bachelors ,Professional,F,S,1,0,0,0,67078,46,0,31,Between 25 and 45 years
19475,Mandy,Ye,"6, rue de la Cavalerie",Paris,Seine (Paris),France,75003,1 (11) 500 555-0129,1966-03-03,Bachelors ,Professional,F,M,0,0,0,0,66349,52,1,31,Between 25 and 45 years
19476,Sarah,Anderson,Am Kreuz 4124,Werne,Nordrhein-Westfalen,Germany,59368,1 (11) 500 555-0189,1966-10-25,Bachelors ,Professional,F,M,1,0,0,0,57561,53,0,31,Between 25 and 45 years
19477,Lance,Rubio,729 Trembath Court,London,England,United Kingdom,W1V 5RN,1 (11) 500 555-0125,1966-08-22,Bachelors ,Professional,M,M,1,0,0,0,65282,75,1,31,Between 25 and 45 years
19478,Tasha,Goel,488 Meadow Glen Way,W. York,England,United Kingdom,BD1 4SJ,1 (11) 500 555-0129,1966-12-25,Graduate Degree,Skilled Manual,F,M,1,0,0,0,91257,56,0,31,Between 25 and 45 years
19479,Jessica,Gray,4817 July Loop,Watford,England,United Kingdom,WA3,1 (11) 500 555-0132,1963-06-08,High School,Manual,F,S,1,1,4,4,16303,67,0,34,Between 25 and 45 years
19480,Lisa,Zeng,Midi-Couleurs,Courbevoie,Hauts de Seine,France,92400,1 (11) 500 555-0179,1962-10-11,Partial College,Clerical,F,M,1,1,0,1,44520,44,0,35,Between 25 and 45 years
19481,Darren,Suarez,"15, rue Basse-du-Rocher",Suresnes,Hauts de Seine,France,92150,1 (11) 500 555-0171,1962-05-15,Partial College,Clerical,M,M,1,1,0,1,44904,74,0,35,Between 25 and 45 years
19482,Andy,Ortega,Alte Landstr 799,Paderborn,Nordrhein-Westfalen,Germany,33098,1 (11) 500 555-0137,1962-06-19,Partial College,Clerical,M,M,1,1,0,1,46919,65,0,35,Between 25 and 45 years
19483,Michele,Serrano,2570 Harmless Drive,Liverpool,England,United Kingdom,L4 4HB,1 (11) 500 555-0187,1934-04-03,Graduate Degree,Skilled Manual,F,M,1,0,0,1,58511,44,0,63,Over 55 years
19485,Raul,Shan,"25, rue de l´Esplanade",Paris,Seine (Paris),France,75003,1 (11) 500 555-0117,1965-11-02,Partial College,Clerical,M,S,1,1,2,2,47899,91,1,32,Between 25 and 45 years
19486,Melanie,Price,4855 Lavetta Way,Kirkby,England,United Kingdom,KB9,1 (11) 500 555-0196,1965-03-28,Bachelors ,Skilled Manual,F,M,1,0,0,1,58385,54,0,32,Between 25 and 45 years
19487,Dwayne,Gutierrez,"11, rue de l'Espace De Schengen",Boulogne-Billancourt,Hauts de Seine,France,92100,1 (11) 500 555-0114,1964-07-14,Partial College,Clerical,M,M,0,2,2,2,55931,97,1,33,Between 25 and 45 years
19488,Jamie,Lin,"910, place de la Concorde",Les Ulis,Essonne,France,91940,1 (11) 500 555-0152,1964-06-12,Partial College,Clerical,F,S,1,2,2,2,48361,57,1,33,Between 25 and 45 years
19489,Alexandra,Patterson,"27, place de Brazaville",Metz,Moselle,France,57000,1 (11) 500 555-0143,1964-02-06,Partial College,Clerical,F,S,1,2,2,2,50886,61,0,33,Between 25 and 45 years
19491,Stanley,Prasad,"2, route de Marseille",Roncq,Nord,France,59223,1 (11) 500 555-0198,1964-06-14,Partial College,Clerical,M,S,1,2,2,2,57627,91,1,33,Between 25 and 45 years
19492,Andres,Andersen,"84, avenue des Ternes",Tremblay-en-France,Seine Saint Denis,France,93290,1 (11) 500 555-0126,1964-04-18,Partial College,Clerical,M,S,1,2,2,2,51923,95,1,33,Between 25 and 45 years
19493,Karla,Shan,4285 South Street,W. York,England,United Kingdom,BD1 4SJ,1 (11) 500 555-0188,1964-05-12,Bachelors ,Skilled Manual,F,M,1,0,0,1,57468,53,0,33,Between 25 and 45 years
19495,Francis,Gill,"99, rue du Départ",Paris,Seine (Paris),France,75013,1 (11) 500 555-0188,1979-05-04,High School,Manual,M,S,1,2,4,4,17460,95,0,18,Under 25 years
19496,Edgar,Subram,Werftstr 5400,Frankfurt am Main,Saarland,Germany,60075,1 (11) 500 555-0187,1979-01-09,Partial College,Clerical,M,S,1,1,3,3,59227,100,1,18,Under 25 years
19497,Raul,She,5225 Harbor View Dr,London,England,United Kingdom,W1V 5RN,1 (11) 500 555-0185,1979-04-26,Partial College,Clerical,M,S,1,2,3,3,45366,99,0,18,Under 25 years
19498,Christy,Wang,9152 Rogers Ave.,Warrington,England,United Kingdom,WA1,1 (11) 500 555-0120,1979-02-03,Partial College,Clerical,F,S,1,2,3,3,48311,65,1,18,Under 25 years
19499,Shawn,Black,7 Paso Nogal,London,England,United Kingdom,W1V 5RN,1 (11) 500 555-0124,1963-11-23,Bachelors ,Skilled Manual,M,M,1,0,0,1,59326,71,0,34,Between 25 and 45 years
19500,Russell,Shan,3027 W 69th St,Stoke-on-Trent,England,United Kingdom,AS23,1 (11) 500 555-0110,1963-05-17,Bachelors ,Skilled Manual,M,M,1,0,0,1,60681,73,0,34,Between 25 and 45 years
19501,Allison,Edwards,Zollstr 6,Solingen,Nordrhein-Westfalen,Germany,42651,1 (11) 500 555-0174,1962-05-11,Partial College,Clerical,F,M,1,1,0,1,55100,58,0,35,Between 25 and 45 years
19502,Felicia,Carlson,7785 Westchester Pl.,Milton Keynes,England,United Kingdom,MK8 8DF,1 (11) 500 555-0112,1962-02-03,Bachelors ,Skilled Manual,F,M,1,0,0,1,43161,56,0,35,Between 25 and 45 years
19503,Bridget,Luo,"24, rue Lauriston",Verrieres Le Buisson,Essonne,France,91370,1 (11) 500 555-0114,1962-03-26,Bachelors ,Skilled Manual,F,M,1,0,0,1,36519,40,0,35,Between 25 and 45 years
19504,Dominic,Garcia,"24, rue Royale",Saint Ouen,Charente-Maritime,France,17490,1 (11) 500 555-0119,1962-08-13,Bachelors ,Skilled Manual,M,M,1,1,0,1,66044,73,1,35,Between 25 and 45 years
19507,Raul,Shen,"51, impasse Ste-Madeleine",Paris,Seine (Paris),France,75013,1 (11) 500 555-0182,1977-12-11,Partial College,Clerical,M,S,1,3,5,5,50873,118,1,20,Under 25 years
19508,Troy,Rana,"113, rue Ste-Honoré",Paris,Seine (Paris),France,75012,1 (11) 500 555-0168,1975-11-01,Partial High School,Manual,M,M,0,2,0,0,20181,60,0,22,Under 25 years
19510,Renee,Torres,7342 Pueblo Dr.,London,England,United Kingdom,SE1 8HL,1 (11) 500 555-0188,1976-05-19,Partial College,Clerical,F,S,0,1,0,0,39110,41,0,21,Under 25 years
19511,Marcus,Ward,7342 Pueblo Dr.,Oxford,England,United Kingdom,OX1,1 (11) 500 555-0113,1976-05-19,Partial College,Clerical,M,S,0,1,0,0,47002,64,1,21,Under 25 years
19512,Marco,Kapoor,2893 Vera,W. York,England,United Kingdom,BD1 4SJ,1 (11) 500 555-0149,1976-07-11,Partial College,Clerical,M,M,0,1,0,0,60585,71,0,21,Under 25 years
19513,Jessie,Liang,6913 Island Drive,London,England,United Kingdom,SW8 1XD,1 (11) 500 555-0185,1974-06-06,Partial High School,Manual,M,M,1,2,0,0,16217,64,0,23,Under 25 years
19514,Kari,Rodriguez,Alte Landstr 6,Offenbach,Saarland,Germany,63009,1 (11) 500 555-0169,1974-11-20,Partial High School,Manual,F,S,0,2,0,0,11772,33,0,23,Under 25 years
19515,Nancy,Garcia,"872, rue Mazagran",Chatou,Yveline,France,78400,1 (11) 500 555-0150,1975-02-17,Partial College,Clerical,F,S,1,1,0,0,43832,54,1,22,Under 25 years
19516,Kaitlyn,Griffin,"55, rue de Courtaboeuf",Chatou,Yveline,France,78400,1 (11) 500 555-0115,1975-01-09,Partial College,Clerical,F,S,0,1,0,0,38617,40,0,22,Under 25 years
19517,Max,Gomez,"6, rue de Cambrai",Pantin,Seine Saint Denis,France,93500,1 (11) 500 555-0113,1975-09-22,Partial College,Clerical,M,S,0,1,0,0,44672,65,0,22,Under 25 years
19518,Clifford,Arun,Pascalstr 756,München,Nordrhein-Westfalen,Germany,80074,1 (11) 500 555-0176,1975-01-10,Partial College,Clerical,M,S,0,1,0,0,61271,69,0,22,Under 25 years
19519,Bianca,Zhu,"363, rue de la Centenaire",Paris,Seine (Paris),France,75010,1 (11) 500 555-0159,1973-10-18,Partial High School,Manual,F,S,1,2,0,0,13932,42,0,24,Under 25 years
19521,Jaime,Dominguez,"7, rue de la Centenaire",Pantin,Seine Saint Denis,France,93500,1 (11) 500 555-0194,1973-03-25,Partial High School,Manual,F,S,0,2,0,0,20668,38,0,24,Under 25 years
19522,Christian,Powell,3920 Valley Run,York,England,United Kingdom,YO15,1 (11) 500 555-0133,1980-02-13,Partial High School,Manual,M,M,0,2,0,0,24137,64,0,17,Under 25 years
19525,Hannah,Flores,1191 Rhoda Way,Vancouver,British Columbia,Canada,V7L 4J4,607-555-0157,1960-05-24,Bachelors ,Professional,F,S,0,1,0,0,54984,41,1,37,Between 25 and 45 years
19526,Angela,Cooper,8934 Lacanda,Shawnee,British Columbia,Canada,V9B 2C3,981-555-0127,1967-07-04,Partial College,Skilled Manual,F,S,0,1,0,0,52186,48,0,30,Between 25 and 45 years
19527,Gabriel,Adams,8989 Adelia Court,Victoria,British Columbia,Canada,V8V,453-555-0116,1967-06-16,Partial College,Skilled Manual,M,S,0,1,0,0,42054,64,1,30,Between 25 and 45 years
19528,Bailey,Hall,444 9th St.,Beaverton,Oregon,United States,97005,731-555-0175,1967-05-14,Partial College,Skilled Manual,F,S,0,1,0,0,48425,47,0,30,Between 25 and 45 years
19529,Bailey,Parker,4507 Kenmore,Spokane,Washington,United States,99202,604-555-0112,1967-08-09,Graduate Degree,Professional,F,S,0,1,0,0,86876,49,1,30,Between 25 and 45 years
19530,Lisa,Liang,639 Bird Drive,Burlingame,California,United States,94010,644-555-0144,1967-07-04,Graduate Degree,Professional,F,S,1,1,0,0,90577,50,0,30,Between 25 and 45 years
19531,John,Robinson,2000 Newcastle Road,Colma,California,United States,94014,150-555-0193,1967-10-06,Graduate Degree,Professional,M,S,0,1,0,0,115359,77,0,30,Between 25 and 45 years
19532,Victoria,Brown,3144 Via Rerrari,Daly City,California,United States,94015,686-555-0192,1967-02-01,Graduate Degree,Professional,F,S,1,1,0,0,83049,54,0,30,Between 25 and 45 years
19533,Vanessa,Long,6088 Clark Creek Rd,La Jolla,California,United States,92806,727-555-0159,1967-04-05,Graduate Degree,Professional,F,S,0,1,0,0,105355,47,1,30,Between 25 and 45 years
19534,Adrian,Torres,2393 Brook Hollow Ct.,La Jolla,California,United States,92806,113-555-0170,1967-06-24,Graduate Degree,Professional,M,S,1,1,0,0,103241,79,0,30,Between 25 and 45 years
19535,Alex,Mitchell,6764 Eastgate,National City,California,United States,91950,158-555-0175,1967-07-22,Graduate Degree,Professional,M,S,0,1,0,0,126541,80,1,30,Between 25 and 45 years
19536,Brooke,Cooper,1629 Queens Road,Victoria,British Columbia,Canada,V8V,668-555-0142,1960-05-10,Partial College,Skilled Manual,F,M,1,1,0,1,82443,53,0,37,Between 25 and 45 years
19537,Michelle,Brooks,7080 Bayview Circle,Milwaukie,Oregon,United States,97222,195-555-0153,1960-10-05,Partial College,Skilled Manual,F,M,1,1,0,1,59632,51,0,37,Between 25 and 45 years
19538,Connor,Hall,8562 Cynthia Drive,Olympia,Washington,United States,98501,118-555-0177,1960-04-09,Partial College,Skilled Manual,M,M,0,1,0,1,87392,84,1,37,Between 25 and 45 years
19539,Latoya,Raji,3384 Malibu Place,Colma,California,United States,94014,647-555-0135,1959-09-27,Partial College,Skilled Manual,F,M,1,1,0,1,69025,54,0,38,Between 25 and 45 years
19540,Jade,Richardson,4598 Rhea Ct,Kirkland,Washington,United States,98033,207-555-0172,1959-10-03,Bachelors ,Professional,F,M,1,0,3,4,88098,83,0,38,Between 25 and 45 years
19541,Alexandra,Cooper,6749 Orchid Ct.,Westminster,British Columbia,Canada,V3L 1E7,383-555-0192,1959-03-09,Bachelors ,Professional,F,M,0,1,3,4,93318,86,0,38,Between 25 and 45 years
19542,Robert,Allen,618 Bentley Ct.,Salem,Oregon,United States,97301,818-555-0182,1959-07-21,Graduate Degree,Professional,M,M,1,1,0,1,126869,90,1,38,Between 25 and 45 years
19543,Evan,Torres,6447 Garcia Ranch Road,Corvallis,Oregon,United States,97330,862-555-0119,1959-07-11,Graduate Degree,Professional,M,M,0,3,5,5,106034,155,1,38,Between 25 and 45 years
19544,Katherine,Price,9610 Moccasin Ct,Spring Valley,California,United States,91977,241-555-0125,1959-03-08,Graduate Degree,Professional,F,M,1,3,5,5,101871,101,1,38,Between 25 and 45 years
19545,Garrett,Watson,5087 Valle Vista Avenue,National City,California,United States,91950,475-555-0175,1958-10-22,Bachelors ,Professional,M,S,1,1,0,1,104284,73,1,39,Between 25 and 45 years
19547,Lauren,Patterson,6097 Mt. Mckinley Ct.,Imperial Beach,California,United States,91932,601-555-0132,1958-02-15,Bachelors ,Professional,F,M,1,1,0,1,73500,46,0,39,Between 25 and 45 years
19548,Kaitlyn,Howard,2313 Santa Cruz Drive,Berkeley,California,United States,94704,795-555-0163,1958-10-18,Bachelors ,Professional,F,M,1,1,0,1,82860,60,0,39,Between 25 and 45 years
19549,Kevin,Sharma,6969 Hobby Court,Marysville,Washington,United States,98270,480-555-0162,1958-08-21,Bachelors ,Professional,M,M,1,1,0,1,98117,88,0,39,Between 25 and 45 years
19551,Samuel,Alexander,6210 S. 88th Street,Redmond,Washington,United States,98052,571-555-0176,1958-02-02,Graduate Degree,Professional,M,M,1,0,4,5,109029,141,1,39,Between 25 and 45 years
19552,Margaret,Zhu,9650 Leisure Lane,Burien,Washington,United States,98168,997-555-0116,1958-07-07,Graduate Degree,Professional,F,M,0,2,4,5,111197,98,1,39,Between 25 and 45 years
19553,Karen,Wang,2407 Erie Dr.,Cliffside,British Columbia,Canada,V8Y 1L1,308-555-0116,1958-10-05,Graduate Degree,Professional,F,M,1,2,4,5,83707,90,1,39,Between 25 and 45 years
19554,Emmanuel,Raman,799 Temple Dr.,Cliffside,British Columbia,Canada,V8Y 1L1,171-555-0134,1958-10-06,Bachelors ,Professional,M,S,1,2,4,5,116618,132,1,39,Between 25 and 45 years
19555,Alejandro,Liu,9778 Concord Royale,Geelong,Victoria,Australia,3220,1 (11) 500 555-0111,1969-01-21,Graduate Degree,Management,M,M,0,0,0,1,147182,82,0,28,Between 25 and 45 years
19556,Shawna,Andersen,5165 Cambridge Drive,Bendigo,Victoria,Australia,3550,1 (11) 500 555-0149,1969-07-03,Graduate Degree,Management,F,M,1,0,0,1,124729,56,0,28,Between 25 and 45 years
19557,Bridget,She,1247 Cardiff Dr.,St. Leonards,New South Wales,Australia,2065,1 (11) 500 555-0190,1968-09-08,Bachelors ,Professional,F,S,0,1,2,2,86706,65,1,29,Between 25 and 45 years
19558,Gloria,Ortega,3916 Blue Jay Dr.,Bendigo,Victoria,Australia,3550,1 (11) 500 555-0122,1970-03-08,Graduate Degree,Management,F,M,1,1,4,4,115880,91,0,27,Between 25 and 45 years
19560,Randall,Martin,1042 Hooftrail Way,Newcastle,New South Wales,Australia,2300,1 (11) 500 555-0154,1970-04-27,Bachelors ,Professional,M,M,1,0,0,2,132508,88,0,27,Between 25 and 45 years
19561,Orlando,Serrano,5439 Mcelroy Court,Lane Cove,New South Wales,Australia,1597,1 (11) 500 555-0141,1970-05-20,Bachelors ,Professional,M,M,1,0,0,2,125184,88,1,27,Between 25 and 45 years
19562,Leah,Guo,4251 San Onofre Court,Milsons Point,New South Wales,Australia,2061,1 (11) 500 555-0118,1968-09-22,Bachelors ,Professional,F,S,1,1,2,2,82888,70,0,29,Between 25 and 45 years
